"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1565","Complete E2E Flow","Chrome","Sun May 18 12:37:23 EDT 2025","passed","Sun May 18 12:37:25 EDT 2025","","TC_01_checkoutWorkflow.test.js","",""
